date,hour,consumer_type,total_kwh,meter_count,avg_voltage,avg_pf,scaled_mwh,fiscal_year,fiscal_quarter
2024-01-01,22,Industrial,2336.219,33,230.3303,0.9114242,115642.84,2023/24,Q3
2024-01-01,23,Commercial,22.833,33,229.8606,0.9214849,1130.23,2023/24,Q3
2024-01-01,23,Domestic,24.599,34,230.82353,0.9102647,1217.65,2023/24,Q3
2024-01-01,23,Industrial,2334.003,33,230.09999,0.9026667,115533.14,2023/24,Q3
2024-01-02,0,Commercial,22.703001,33,230.7697,0.91506064,1123.8,2023/24,Q3
2024-01-02,0,Domestic,12.474,34,230.60883,0.9236765,617.46,2023/24,Q3
2024-01-02,0,Industrial,2296.037,33,230.1606,0.9214242,113653.84,2023/24,Q3
2024-01-02,1,Commercial,23.013,33,231.70303,0.9264848,1139.14,2023/24,Q3
2024-01-02,1,Domestic,9.24,34,228.57059,0.92311764,457.38,2023/24,Q3
2024-01-02,1,Industrial,2338.149,33,229.0,0.9257575,115738.37,2023/24,Q3
2024-01-02,2,Commercial,22.818,33,230.09091,0.9205152,1129.49,2023/24,Q3
2024-01-02,2,Domestic,7.486,34,229.64412,0.9108235,370.56,2023/24,Q3
2024-01-02,2,Industrial,2286.428,33,229.76666,0.91021216,113178.19,2023/24,Q3
2024-01-02,3,Commercial,22.987999,33,229.38182,0.9241212,1137.91,2023/24,Q3
2024-01-02,3,Domestic,6.175,34,229.98235,0.928,305.66,2023/24,Q3
2024-01-02,3,Industrial,2314.543,33,229.27272,0.92490906,114569.88,2023/24,Q3
2024-01-02,4,Commercial,22.79,33,229.88486,0.917,1128.1,2023/24,Q3
2024-01-02,4,Domestic,6.221,34,230.08235,0.91958827,307.94,2023/24,Q3
2024-01-02,4,Industrial,2380.69,33,230.3,0.92090905,117844.15,2023/24,Q3
2024-01-02,5,Commercial,22.669,33,229.96062,0.9307576,1122.12,2023/24,Q3
2024-01-02,5,Domestic,9.265,34,229.89117,0.9215294,458.62,2023/24,Q3
2024-01-02,5,Industrial,2326.83,33,229.25151,0.919303,115178.09,2023/24,Q3
2024-01-02,6,Commercial,46.295,33,230.37878,0.9161818,2291.6,2023/24,Q3
2024-01-02,6,Domestic,24.603,34,229.84999,0.91311765,1217.85,2023/24,Q3
2024-01-02,6,Industrial,2609.353,33,230.88486,0.9292121,129162.98,2023/24,Q3
2024-01-02,7,Commercial,139.588,33,229.90605,0.9193637,6909.61,2023/24,Q3
2024-01-02,7,Domestic,43.463,34,229.66176,0.91550004,2151.42,2023/24,Q3
2024-01-02,7,Industrial,2868.016,33,229.54242,0.9220303,141966.8,2023/24,Q3
2024-01-02,8,Commercial,206.283,33,229.9515,0.9201818,10211.01,2023/24,Q3
2024-01-02,8,Domestic,37.042,34,230.52353,0.9160882,1833.58,2023/24,Q3
2024-01-02,8,Industrial,2910.837,33,229.64848,0.9177273,144086.44,2023/24,Q3
2024-01-02,9,Commercial,235.607,33,230.46666,0.927,11662.55,2023/24,Q3
2024-01-02,9,Domestic,30.831,34,230.54411,0.922647,1526.13,2023/24,Q3
2024-01-02,9,Industrial,2952.494,33,229.88182,0.91269696,146148.45,2023/24,Q3
2024-01-02,10,Commercial,232.972,33,229.97273,0.91466665,11532.11,2023/24,Q3
2024-01-02,10,Domestic,27.857,34,229.29411,0.9177647,1378.92,2023/24,Q3
2024-01-02,10,Industrial,2937.187,33,230.84848,0.9166667,145390.75,2023/24,Q3
2024-01-02,11,Commercial,230.507,33,230.36667,0.92275757,11410.1,2023/24,Q3
2024-01-02,11,Domestic,31.479,34,229.81764,0.9099412,1558.21,2023/24,Q3
2024-01-02,11,Industrial,2752.774,33,230.09091,0.9099697,136262.3,2023/24,Q3
2024-01-02,12,Commercial,207.086,33,230.09697,0.9240606,10250.76,2023/24,Q3
2024-01-02,12,Domestic,34.772,34,230.10294,0.9227059,1721.21,2023/24,Q3
2024-01-02,12,Industrial,2620.435,33,229.32425,0.916606,129711.54,2023/24,Q3
2024-01-02,13,Commercial,228.122,33,229.66364,0.9194545,11292.04,2023/24,Q3
2024-01-02,13,Domestic,31.128,34,230.59999,0.928147,1540.84,2023/24,Q3
2024-01-02,13,Industrial,2754.575,33,230.39394,0.92127275,136351.45,2023/24,Q3
2024-01-02,14,Commercial,229.676,33,230.18182,0.9137273,11368.96,2023/24,Q3
2024-01-02,14,Domestic,27.782,34,229.30588,0.9255588,1375.21,2023/24,Q3
2024-01-02,14,Industrial,2952.735,33,230.75151,0.91233337,146160.39,2023/24,Q3
2024-01-02,15,Commercial,229.772,33,229.14848,0.927,11373.71,2023/24,Q3
2024-01-02,15,Domestic,30.994,34,229.74411,0.9306471,1534.2,2023/24,Q3
2024-01-02,15,Industrial,2906.386,33,230.34848,0.92139393,143866.11,2023/24,Q3
2024-01-02,16,Commercial,208.496,33,230.00304,0.9095454,10320.55,2023/24,Q3
2024-01-02,16,Domestic,37.194,34,230.43529,0.9202353,1841.1,2023/24,Q3
2024-01-02,16,Industrial,2880.1929,33,229.84546,0.9187879,142569.55,2023/24,Q3
2024-01-02,17,Commercial,182.015,33,230.84546,0.9192727,9009.74,2023/24,Q3
2024-01-02,17,Domestic,50.041,34,230.08824,0.9295882,2477.03,2023/24,Q3
2024-01-02,17,Industrial,2942.6821,33,229.97273,0.9111515,145662.77,2023/24,Q3
2024-01-02,18,Commercial,115.181,33,229.65454,0.92154545,5701.46,2023/24,Q3
2024-01-02,18,Domestic,62.549,34,229.98235,0.9340294,3096.18,2023/24,Q3
2024-01-02,18,Industrial,2795.676,33,229.79395,0.92348486,138385.97,2023/24,Q3
2024-01-02,19,Commercial,68.398,33,229.47273,0.9180303,3385.7,2023/24,Q3
2024-01-02,19,Domestic,66.877,34,229.63235,0.9193235,3310.41,2023/24,Q3
2024-01-02,19,Industrial,2592.1719,33,230.5788,0.9048182,128312.51,2023/24,Q3
2024-01-02,20,Commercial,45.621,33,229.38182,0.91230303,2258.24,2023/24,Q3
2024-01-02,20,Domestic,62.56,34,230.30588,0.9229706,3096.72,2023/24,Q3
2024-01-02,20,Industrial,2458.267,33,230.38486,0.9174546,121684.23,2023/24,Q3
2024-01-02,21,Commercial,34.584,33,229.43939,0.92160606,1711.91,2023/24,Q3
2024-01-02,21,Domestic,56.008,34,229.90588,0.9233235,2772.4,2023/24,Q3
2024-01-02,21,Industrial,2419.565,33,230.76364,0.9269091,119768.46,2023/24,Q3
2024-01-02,22,Commercial,27.921,33,229.56364,0.91957575,1382.09,2023/24,Q3
2024-01-02,22,Domestic,43.501,34,229.70883,0.9270294,2153.3,2023/24,Q3
2024-01-02,22,Industrial,2421.002,33,229.90605,0.91869694,119839.6,2023/24,Q3
2024-01-02,23,Commercial,23.002,33,229.76666,0.9238182,1138.6,2023/24,Q3
2024-01-02,23,Domestic,25.029,34,229.88235,0.9171176,1238.94,2023/24,Q3
2024-01-02,23,Industrial,2335.619,33,230.16667,0.91533333,115613.13,2023/24,Q3
2024-01-03,0,Commercial,22.888,33,230.0,0.9196667,1132.96,2023/24,Q3
2024-01-03,0,Domestic,12.291,34,230.26765,0.92117643,608.4,2023/24,Q3
2024-01-03,0,Industrial,2346.987,33,229.81516,0.9120606,116175.86,2023/24,Q3
2024-01-03,1,Commercial,22.977,33,230.05757,0.9277273,1137.36,2023/24,Q3
2024-01-03,1,Domestic,9.269,34,230.94707,0.909147,458.82,2023/24,Q3
2024-01-03,1,Industrial,2303.188,33,229.62425,0.91809094,114007.8,2023/24,Q3
2024-01-03,2,Commercial,22.98,33,229.91516,0.91851515,1137.51,2023/24,Q3
2024-01-03,2,Domestic,7.434,34,229.55293,0.91658825,367.98,2023/24,Q3
2024-01-03,2,Industrial,2387.0981,33,231.35757,0.920697,118161.36,2023/24,Q3
2024-01-03,3,Commercial,22.63,33,230.79395,0.9183939,1120.19,2023/24,Q3
2024-01-03,3,Domestic,6.232,34,229.77353,0.9166471,308.48,2023/24,Q3
2024-01-03,3,Industrial,2324.57,33,230.24849,0.9134546,115066.22,2023/24,Q3
2024-01-03,4,Commercial,22.945,33,230.72728,0.9216667,1135.78,2023/24,Q3
2024-01-03,4,Domestic,6.198,34,229.91765,0.91552943,306.8,2023/24,Q3
2024-01-03,4,Industrial,2337.2,33,230.14243,0.9174849,115691.4,2023/24,Q3
2024-01-03,5,Commercial,23.009,33,230.22728,0.9188182,1138.95,2023/24,Q3
2024-01-03,5,Domestic,9.252,34,229.33235,0.91864705,457.97,2023/24,Q3
2024-01-03,5,Industrial,2337.4531,33,230.0788,0.9207879,115703.93,2023/24,Q3
2024-01-03,6,Commercial,46.527,33,230.64243,0.91672724,2303.09,2023/24,Q3
2024-01-03,6,Domestic,24.963001,34,229.6647,0.9206471,1235.67,2023/24,Q3
2024-01-03,6,Industrial,2624.079,33,229.6091,0.9232727,129891.91,2023/24,Q3
2024-01-03,7,Commercial,135.2,33,230.13637,0.913394,6692.4,2023/24,Q3
2024-01-03,7,Domestic,43.508,34,230.72647,0.9216176,2153.65,2023/24,Q3
2024-01-03,7,Industrial,2880.227,33,230.6303,0.9269697,142571.23,2023/24,Q3
2024-01-03,8,Commercial,208.811,33,230.3606,0.9132424,10336.14,2023/24,Q3
2024-01-03,8,Domestic,37.94,34,230.58235,0.92308825,1878.03,2023/24,Q3
2024-01-03,8,Industrial,2914.094,33,229.90303,0.9199394,144247.64,2023/24,Q3
2024-01-03,9,Commercial,228.705,33,229.44547,0.91857576,11320.9,2023/24,Q3
2024-01-03,9,Domestic,30.88,34,230.22647,0.9199118,1528.56,2023/24,Q3
2024-01-03,9,Industrial,2917.899,33,231.02122,0.91906065,144436.0,2023/24,Q3
2024-01-03,10,Commercial,231.375,33,230.40303,0.9205152,11453.06,2023/24,Q3
2024-01-03,10,Domestic,27.959,34,229.55882,0.9143529,1383.97,2023/24,Q3
2024-01-03,10,Industrial,2905.458,33,229.6606,0.9229091,143820.17,2023/24,Q3
2024-01-03,11,Commercial,232.474,33,230.24849,0.92139393,11507.46,2023/24,Q3
2024-01-03,11,Domestic,31.380001,34,229.15295,0.9240294,1553.31,2023/24,Q3
2024-01-03,11,Industrial,2759.293,33,229.63333,0.9229091,136585.02,2023/24,Q3
2024-01-03,12,Commercial,203.608,33,230.2697,0.9257879,10078.6,2023/24,Q3
2024-01-03,12,Domestic,34.25,34,229.90881,0.91888237,1695.38,2023/24,Q3
2024-01-03,12,Industrial,2626.4941,33,230.00607,0.91430306,130011.45,2023/24,Q3
2024-01-03,13,Commercial,232.357,33,230.25455,0.910303,11501.67,2023/24,Q3
2024-01-03,13,Domestic,30.565,34,230.02647,0.92432356,1512.97,2023/24,Q3
2024-01-03,13,Industrial,2791.715,33,229.7394,0.92342424,138189.9,2023/24,Q3
2024-01-03,14,Commercial,231.51,33,229.8697,0.91957575,11459.74,2023/24,Q3
2024-01-03,14,Domestic,27.873,34,229.64117,0.9167353,1379.71,2023/24,Q3
2024-01-03,14,Industrial,2908.595,33,230.18182,0.91221213,143975.45,2023/24,Q3
2024-01-03,15,Commercial,229.394,33,230.36363,0.92318183,11355.0,2023/24,Q3
2024-01-03,15,Domestic,31.326,34,229.90001,0.92247057,1550.64,2023/24,Q3
2024-01-03,15,Industrial,2913.337,33,230.5,0.9239394,144210.17,2023/24,Q3
2024-01-03,16,Commercial,205.653,33,230.19394,0.92742425,10179.82,2023/24,Q3
2024-01-03,16,Domestic,36.705,34,229.80882,0.91550004,1816.9,2023/24,Q3
2024-01-03,16,Industrial,2885.254,33,230.4697,0.92375755,142820.06,2023/24,Q3
2024-01-03,17,Commercial,181.056,33,229.76364,0.91827273,8962.27,2023/24,Q3
2024-01-03,17,Domestic,49.296,34,230.05,0.9087647,2440.15,2023/24,Q3
2024-01-03,17,Industrial,2898.811,33,229.14243,0.9237273,143491.16,2023/24,Q3
2024-01-03,18,Commercial,113.763,33,230.30302,0.9235454,5631.27,2023/24,Q3
2024-01-03,18,Domestic,61.327,34,229.5206,0.9172647,3035.69,2023/24,Q3
2024-01-03,18,Industrial,2762.248,33,230.91516,0.9255758,136731.28,2023/24,Q3
2024-01-03,19,Commercial,67.8,33,230.01212,0.91236365,3356.1,2023/24,Q3
2024-01-03,19,Domestic,68.941,34,230.82353,0.92050004,3412.58,2023/24,Q3
2024-01-03,19,Industrial,2676.706,33,229.63637,0.91751516,132496.95,2023/24,Q3
2024-01-03,20,Commercial,46.605,33,230.6909,0.92824244,2306.95,2023/24,Q3
2024-01-03,20,Domestic,61.401,34,229.45589,0.9129706,3039.35,2023/24,Q3
2024-01-03,20,Industrial,2456.253,33,229.52122,0.92021215,121584.52,2023/24,Q3
2024-01-03,21,Commercial,34.284,33,229.65454,0.9174242,1697.06,2023/24,Q3
2024-01-03,21,Domestic,56.508,34,231.09119,0.9238529,2797.15,2023/24,Q3
2024-01-03,21,Industrial,2421.639,33,230.03334,0.9183939,119871.12,2023/24,Q3
2024-01-03,22,Commercial,27.898,33,230.36667,0.9126667,1380.95,2023/24,Q3
2024-01-03,22,Domestic,43.628,34,230.04706,0.92388237,2159.59,2023/24,Q3
2024-01-03,22,Industrial,2356.673,33,231.01212,0.9207273,116655.32,2023/24,Q3
2024-01-03,23,Commercial,22.895,33,229.7212,0.90551513,1133.3,2023/24,Q3
2024-01-03,23,Domestic,24.848999,34,230.24706,0.92032355,1230.03,2023/24,Q3
2024-01-03,23,Industrial,2336.793,33,230.00908,0.9285152,115671.25,2023/24,Q3
2024-01-04,0,Commercial,22.978,33,229.89394,0.9216667,1137.41,2023/24,Q3
2024-01-04,0,Domestic,12.373,34,229.36176,0.9190588,612.46,2023/24,Q3
2024-01-04,0,Industrial,2330.447,33,229.18788,0.92466664,115357.12,2023/24,Q3
2024-01-04,1,Commercial,23.153,33,230.24545,0.9238182,1146.07,2023/24,Q3
2024-01-04,1,Domestic,9.253,34,230.34119,0.91311765,458.02,2023/24,Q3
2024-01-04,1,Industrial,2346.273,33,230.40303,0.92742425,116140.52,2023/24,Q3
2024-01-04,2,Commercial,22.823,33,230.0485,0.9107273,1129.74,2023/24,Q3
2024-01-04,2,Domestic,7.405,34,230.25589,0.9287059,366.55,2023/24,Q3
2024-01-04,2,Industrial,2353.279,33,230.70605,0.9262727,116487.31,2023/24,Q3
2024-01-04,3,Commercial,23.141,33,231.21819,0.92936367,1145.48,2023/24,Q3
2024-01-04,3,Domestic,6.303,34,229.65588,0.91958827,312.0,2023/24,Q3
2024-01-04,3,Industrial,2348.432,33,229.87274,0.9203636,116247.38,2023/24,Q3
2024-01-04,4,Commercial,23.193,33,230.11818,0.91915154,1148.05,2023/24,Q3
2024-01-04,4,Domestic,6.298,34,229.7706,0.9254706,311.75,2023/24,Q3
2024-01-04,4,Industrial,2367.626,33,229.01819,0.91875756,117197.48,2023/24,Q3
2024-01-04,5,Commercial,22.904,33,230.5303,0.9192727,1133.75,2023/24,Q3
2024-01-04,5,Domestic,9.442,34,230.54117,0.9152942,467.38,2023/24,Q3
2024-01-04,5,Industrial,2312.643,33,230.00908,0.9278182,114475.83,2023/24,Q3
2024-01-04,6,Commercial,45.676,33,230.06061,0.92439395,2260.96,2023/24,Q3
2024-01-04,6,Domestic,24.546,34,229.85588,0.92541176,1215.03,2023/24,Q3
2024-01-04,6,Industrial,2596.037,33,229.8909,0.9250909,128503.84,2023/24,Q3
2024-01-04,7,Commercial,139.161,33,230.5303,0.9283636,6888.47,2023/24,Q3
2024-01-04,7,Domestic,43.168,34,229.4147,0.92255884,2136.82,2023/24,Q3
2024-01-04,7,Industrial,2915.966,33,230.25757,0.91972727,144340.31,2023/24,Q3
2024-01-04,8,Commercial,207.414,33,230.55757,0.92251515,10266.99,2023/24,Q3
2024-01-04,8,Domestic,36.939,34,229.69412,0.92479414,1828.48,2023/24,Q3
2024-01-04,8,Industrial,2897.1409,33,229.31516,0.910606,143408.48,2023/24,Q3
2024-01-04,9,Commercial,224.592,33,230.25757,0.91139394,11117.3,2023/24,Q3
2024-01-04,9,Domestic,31.054,34,229.39412,0.91879416,1537.17,2023/24,Q3
2024-01-04,9,Industrial,2866.267,33,231.17273,0.9257575,141880.22,2023/24,Q3
2024-01-04,10,Commercial,229.972,33,230.04242,0.9217576,11383.61,2023/24,Q3
2024-01-04,10,Domestic,28.103,34,230.5,0.9106765,1391.1,2023/24,Q3
2024-01-04,10,Industrial,2912.108,33,229.84546,0.92612123,144149.34,2023/24,Q3
2024-01-04,11,Commercial,230.84,33,229.59091,0.9131212,11426.58,2023/24,Q3
2024-01-04,11,Domestic,31.159,34,230.73235,0.92079407,1542.37,2023/24,Q3
2024-01-04,11,Industrial,2772.806,33,229.93031,0.9223031,137253.89,2023/24,Q3
2024-01-04,12,Commercial,206.722,33,230.36667,0.92030305,10232.74,2023/24,Q3
2024-01-04,12,Domestic,34.196,34,229.25589,0.9112058,1692.7,2023/24,Q3
2024-01-04,12,Industrial,2647.107,33,229.31516,0.9170303,131031.79,2023/24,Q3
2024-01-04,13,Commercial,228.484,33,229.49393,0.92021215,11309.96,2023/24,Q3
2024-01-04,13,Domestic,31.176,34,230.42941,0.9066765,1543.21,2023/24,Q3
2024-01-04,13,Industrial,2795.641,33,229.23636,0.9221212,138384.23,2023/24,Q3
2024-01-04,14,Commercial,227.406,33,229.72728,0.92642426,11256.6,2023/24,Q3
2024-01-04,14,Domestic,28.05,34,229.64117,0.9182353,1388.48,2023/24,Q3
2024-01-04,14,Industrial,2892.154,33,229.31818,0.9222727,143161.62,2023/24,Q3
2024-01-04,15,Commercial,226.521,33,229.3394,0.92930305,11212.79,2023/24,Q3
2024-01-04,15,Domestic,30.9,34,230.57942,0.92338234,1529.55,2023/24,Q3
2024-01-04,15,Industrial,2905.417,33,230.56364,0.9093333,143818.14,2023/24,Q3
2024-01-04,16,Commercial,205.327,33,230.40303,0.9239091,10163.69,2023/24,Q3
2024-01-04,16,Domestic,36.84,34,230.42941,0.9135294,1823.58,2023/24,Q3
2024-01-04,16,Industrial,2907.666,33,230.0,0.92824244,143929.47,2023/24,Q3
2024-01-04,17,Commercial,181.862,33,229.20605,0.92669696,9002.17,2023/24,Q3
2024-01-04,17,Domestic,51.077,34,229.0353,0.91755885,2528.31,2023/24,Q3
2024-01-04,17,Industrial,2947.528,33,229.90001,0.9181818,145902.64,2023/24,Q3
2024-01-04,18,Commercial,115.659,33,229.6303,0.92169696,5725.12,2023/24,Q3
2024-01-04,18,Domestic,62.111,34,229.19118,0.9164706,3074.49,2023/24,Q3
2024-01-04,18,Industrial,2779.566,33,228.67575,0.9236364,137588.52,2023/24,Q3
2024-01-04,19,Commercial,68.564,33,229.93031,0.909,3393.92,2023/24,Q3
2024-01-04,19,Domestic,69.548996,34,230.03822,0.9152353,3442.68,2023/24,Q3
2024-01-04,19,Industrial,2621.428,33,229.9697,0.9132121,129760.69,2023/24,Q3
2024-01-04,20,Commercial,45.599,33,230.08484,0.9229394,2257.15,2023/24,Q3
2024-01-04,20,Domestic,62.493,34,229.81177,0.91535294,3093.4,2023/24,Q3
2024-01-04,20,Industrial,2454.74,33,230.8697,0.91933334,121509.63,2023/24,Q3
2024-01-04,21,Commercial,34.788,33,228.76364,0.92539394,1722.01,2023/24,Q3
2024-01-04,21,Domestic,56.331,34,229.17647,0.91688234,2788.38,2023/24,Q3
2024-01-04,21,Industrial,2372.588,33,230.54546,0.9145455,117443.1,2023/24,Q3
2024-01-04,22,Commercial,27.335,33,229.93333,0.91421217,1353.08,2023/24,Q3
2024-01-04,22,Domestic,43.423,34,230.22058,0.92388237,2149.44,2023/24,Q3
2024-01-04,22,Industrial,2348.144,33,230.3303,0.92506063,116233.12,2023/24,Q3
2024-01-04,23,Commercial,23.210001,33,229.63333,0.92160606,1148.9,2023/24,Q3
2024-01-04,23,Domestic,24.985,34,230.0206,0.91826475,1236.76,2023/24,Q3
2024-01-04,23,Industrial,2300.107,33,230.20909,0.9225758,113855.3,2023/24,Q3
2024-01-05,0,Commercial,22.926,33,230.08788,0.9309697,1134.84,2023/24,Q3
2024-01-05,0,Domestic,12.677,34,229.71178,0.9165588,627.51,2023/24,Q3
2024-01-05,0,Industrial,2324.97,33,230.65454,0.91236365,115086.02,2023/24,Q3
2024-01-05,1,Commercial,23.179,33,230.17273,0.9221515,1147.36,2023/24,Q3
2024-01-05,1,Domestic,9.393,34,229.52353,0.91758823,464.95,2023/24,Q3
2024-01-05,1,Industrial,2338.734,33,231.93939,0.9222727,115767.33,2023/24,Q3
2024-01-05,2,Commercial,22.808,33,230.50908,0.927303,1129.0,2023/24,Q3
2024-01-05,2,Domestic,7.397,34,230.68236,0.91826475,366.15,2023/24,Q3
2024-01-05,2,Industrial,2374.313,33,229.9515,0.92130303,117528.49,2023/24,Q3
2024-01-05,3,Commercial,22.886,33,229.68182,0.9207576,1132.86,2023/24,Q3
2024-01-05,3,Domestic,6.183,34,230.09705,0.9252941,306.06,2023/24,Q3
2024-01-05,3,Industrial,2333.596,33,230.22424,0.9173939,115513.0,2023/24,Q3
2024-01-05,4,Commercial,22.730999,33,230.27272,0.91448486,1125.18,2023/24,Q3
2024-01-05,4,Domestic,6.168,34,230.63824,0.9218235,305.32,2023/24,Q3
2024-01-05,4,Industrial,2317.6511,33,229.71515,0.9214242,114723.73,2023/24,Q3
2024-01-05,5,Commercial,23.037,33,229.81818,0.9158485,1140.33,2023/24,Q3
2024-01-05,5,Domestic,9.493,34,229.8,0.92167646,469.9,2023/24,Q3
2024-01-05,5,Industrial,2363.134,33,230.6091,0.9205152,116975.13,2023/24,Q3
2024-01-05,6,Commercial,45.933,33,230.23334,0.91230303,2273.68,2023/24,Q3
